date_releve,type_financement,marque,modele,nb_total,nb_electrique,proportion_electrique
2026-07-20T10:15:23,cash,CITROEN,E-C4,1,1,1.0
2026-07-20T10:15:23,cash,CITROEN,GRAND C4 SPACETOURER,1,0,0.0
2026-07-20T10:15:23,cash,CITROEN,JUMPY,5,0,0.0
2026-07-20T10:15:23,cash,CUPRA,FORMENTOR,1,0,0.0
2026-07-20T10:15:23,cash,DACIA,SANDERO,1,0,0.0
2026-07-20T10:15:23,cash,DS,DS3,1,0,0.0
2026-07-20T10:15:23,cash,DS,DS3 CROSSBACK,2,1,0.5
2026-07-20T10:15:23,cash,DS,DS7,2,0,0.0
2026-07-20T10:15:23,cash,FIAT,500,2,0,0.0
2026-07-20T10:15:23,cash,FORD,KUGA,6,0,0.0
2026-07-20T10:15:23,cash,FORD,PUMA,1,0,0.0
2026-07-20T10:15:23,cash,FORD,TRANSIT CUSTOM,1,0,0.0
2026-07-20T10:15:23,cash,HYUNDAI,IONIQ,1,1,1.0
2026-07-20T10:15:23,cash,HYUNDAI,SANTA FE,1,0,0.0
2026-07-20T10:15:23,cash,HYUNDAI,TUCSON,10,0,0.0
2026-07-20T10:15:23,cash,JEEP,AVENGER,2,2,1.0
2026-07-20T10:15:23,cash,KIA,CEED,4,0,0.0
2026-07-20T10:15:23,cash,KIA,NIRO,1,0,0.0
2026-07-20T10:15:23,cash,KIA,NIRO EV,8,8,1.0
2026-07-20T10:15:23,cash,KIA,PICANTO,1,0,0.0
2026-07-20T10:15:23,cash,KIA,PROCEED,1,0,0.0
2026-07-20T10:15:23,cash,KIA,RIO,1,0,0.0
2026-07-20T10:15:23,cash,KIA,SPORTAGE,7,0,0.0
2026-07-20T10:15:23,cash,KIA,STONIC,12,0,0.0
2026-07-20T10:15:23,cash,KIA,XCEED,1,0,0.0
2026-07-20T10:15:23,cash,MERCEDES-BENZ,CLASSE A,6,0,0.0
2026-07-20T10:15:23,cash,MERCEDES-BENZ,CLASSE CLA,2,0,0.0
2026-07-20T10:15:23,cash,MERCEDES-BENZ,CLASSE GLA,1,0,0.0
2026-07-20T10:15:23,cash,MERCEDES-BENZ,GLB,1,0,0.0
2026-07-20T10:15:23,cash,MG,MG5,1,1,1.0
2026-07-20T10:15:23,cash,NISSAN,LEAF,1,1,1.0
2026-07-20T10:15:23,cash,NISSAN,QASHQAI,9,0,0.0
2026-07-20T10:15:23,cash,NISSAN,X-TRAIL,1,0,0.0
2026-07-20T10:15:23,cash,OPEL,ASTRA,1,0,0.0
2026-07-20T10:15:23,cash,OPEL,CORSA,4,0,0.0
2026-07-20T10:15:23,cash,OPEL,CROSSLAND,3,0,0.0
2026-07-20T10:15:23,cash,OPEL,GRANDLAND,1,0,0.0
2026-07-20T10:15:23,cash,OPEL,GRANDLAND X,1,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,108,1,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,2008,23,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,208,10,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,3008,39,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,308,6,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,308 SW,2,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,5008,16,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,E-2008,12,12,1.0
2026-07-20T10:15:23,cash,PEUGEOT,E-208,8,8,1.0
2026-07-20T10:15:23,cash,PEUGEOT,E-308,1,1,1.0
2026-07-20T10:15:23,cash,PEUGEOT,EXPERT,5,0,0.0
2026-07-20T10:15:23,cash,PEUGEOT,PARTNER,8,0,0.0
2026-07-20T10:15:23,cash,RENAULT,ARKANA,14,0,0.0
2026-07-20T10:15:23,cash,RENAULT,AUSTRAL,5,0,0.0
2026-07-20T10:15:23,cash,RENAULT,CAPTUR,17,0,0.0
2026-07-20T10:15:23,cash,RENAULT,CLIO,32,0,0.0
2026-07-20T10:15:23,cash,RENAULT,ESPACE,2,0,0.0
2026-07-20T10:15:23,cash,RENAULT,EXPRESS,19,0,0.0
2026-07-20T10:15:23,cash,RENAULT,KADJAR,2,0,0.0
2026-07-20T10:15:23,cash,RENAULT,KANGOO,3,0,0.0
2026-07-20T10:15:23,cash,RENAULT,MASTER,1,0,0.0
2026-07-20T10:15:23,cash,RENAULT,MEGANE,13,0,0.0
2026-07-20T10:15:23,cash,RENAULT,MEGANE E-TECH,1,1,1.0
2026-07-20T10:15:23,cash,RENAULT,SCENIC,7,0,0.0
2026-07-20T10:15:23,cash,RENAULT,SYMBIOZ,1,0,0.0
2026-07-20T10:15:23,cash,RENAULT,TRAFIC,6,0,0.0
2026-07-20T10:15:23,cash,RENAULT,TWINGO,1,0,0.0
2026-07-20T10:15:23,cash,RENAULT,ZOE,1,1,1.0
2026-07-20T10:15:23,cash,SKODA,ENYAQ,1,1,1.0
2026-07-20T10:15:23,cash,SKODA,FABIA,6,0,0.0
2026-07-20T10:15:23,cash,SKODA,KAMIQ,5,0,0.0
2026-07-20T10:15:23,cash,SKODA,KODIAQ,2,0,0.0
2026-07-20T10:15:23,cash,SMART,1,1,1,1.0
2026-07-20T10:15:23,cash,SUZUKI,SWIFT,1,0,0.0
2026-07-20T10:15:23,cash,TESLA,MODEL 3,7,7,1.0
2026-07-20T10:15:23,cash,TESLA,MODEL Y,5,5,1.0
2026-07-20T10:15:23,cash,TOYOTA,AYGO X,3,0,0.0
2026-07-20T10:15:23,cash,TOYOTA,C-HR,3,0,0.0
2026-07-20T10:15:23,cash,TOYOTA,COROLLA,3,0,0.0
2026-07-20T10:15:23,cash,TOYOTA,COROLLA TS,7,0,0.0
2026-07-20T10:15:23,cash,TOYOTA,PROACE CITY,1,0,0.0
2026-07-20T10:15:23,cash,TOYOTA,RAV4 HSD,4,0,0.0
2026-07-20T10:15:23,cash,TOYOTA,RAV4 PLUG IN,3,0,0.0
2026-07-20T10:15:23,cash,TOYOTA,YARIS HYBRID,3,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,GOLF,8,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,ID.3,1,1,1.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,POLO,5,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,T-ROC,8,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,TAIGO,1,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,TIGUAN,4,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,TIGUAN ALLSPACE,3,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,TOURAN,1,0,0.0
2026-07-20T10:15:23,cash,VOLKSWAGEN,TRANSPORTER,1,0,0.0
